,Fold,Loss,Accuracy,Cam
0,,0.4007244408130646,0.8664961457252502,1.0
1,,0.0803108885884285,0.9734116792678833,2.0
2,,0.06966333836317062,0.9671259522438049,3.0
3,,0.05825316533446312,0.9811776280403137,4.0
4,,0.018757935613393784,0.9941661953926086,5.0
5,,0.04132075980305672,0.9886077642440796,6.0
6,,0.058760300278663635,0.985234797000885,7.0
7,,0.03297029435634613,0.9889079332351685,8.0
8,,0.06508707255125046,0.9798830151557922,9.0
